Date,Country Advertisers Mobile OS,Budget, Installs 
08/07/2016,EU GoogleSearch Android,523.61," 1,499 "
08/07/2016,EU GoogleSearch iOS,90.37, 164 
08/07/2016,US Facebook Android,"1,524.29", 729 
08/07/2016,US Facebook iOS,957.90, 497 
08/07/2016,US GoogleSearch Android,"2,276.04"," 1,135 "
08/07/2016,US GoogleSearch iOS,869.99, 319 
09/07/2016,EU Facebook Android,630.75," 1,031 "
09/07/2016,EU Facebook iOS,0.00, 16 
09/07/2016,EU GoogleSearch Android,583.13," 1,546 "
09/07/2016,EU GoogleSearch iOS,66.00, 138 
09/07/2016,US Facebook Android,"1,524.29", 650 
09/07/2016,US Facebook iOS,957.90, 455 
09/07/2016,US GoogleSearch Android,"2,158.97"," 1,069 "
09/07/2016,US GoogleSearch iOS,760.29, 316 
10/07/2016,EU Facebook Android,308.31, 468 
10/07/2016,EU Facebook iOS,0.00, 15 
10/07/2016,EU GoogleSearch Android,589.69," 1,601 "
10/07/2016,EU GoogleSearch iOS,44.99, 86 
10/07/2016,US Facebook Android,"1,524.29", 706 
10/07/2016,US Facebook iOS,957.90, 407 
10/07/2016,US GoogleSearch Android,"1,936.59"," 1,008 "
10/07/2016,US GoogleSearch iOS,598.50, 284 
11/07/2016,EU Facebook Android,0.00, 57 
11/07/2016,EU Facebook iOS,0.00, 10 
11/07/2016,EU GoogleSearch Android,491.46," 1,708 "
11/07/2016,EU GoogleSearch iOS,94.70, 173 
11/07/2016,US Facebook Android,"3,050.35"," 1,040 "
11/07/2016,US Facebook iOS,"1,039.01", 423 
11/07/2016,US GoogleSearch Android,"2,084.10"," 1,266 "
11/07/2016,US GoogleSearch iOS,886.12, 371 
12/07/2016,EU Facebook Android,0.00, 22 
12/07/2016,EU Facebook iOS,0.00, 4 
12/07/2016,EU GoogleSearch Android,577.51," 1,685 "
12/07/2016,EU GoogleSearch iOS,82.73, 191 
12/07/2016,US Facebook Android,"3,142.71"," 1,056 "
12/07/2016,US Facebook iOS,"1,141.43", 436 
12/07/2016,US GoogleSearch Android,"1,892.19"," 1,124 "
12/07/2016,US GoogleSearch iOS,879.66, 326 
13/07/2016,EU Facebook Android,0.00, 17 
13/07/2016,EU Facebook iOS,0.00, 7 
13/07/2016,EU GoogleSearch Android,578.63," 1,604 "
13/07/2016,EU GoogleSearch iOS,104.33, 175 
13/07/2016,US Facebook Android,"3,386.37"," 1,188 "
13/07/2016,US Facebook iOS,"1,246.85", 436 
13/07/2016,US GoogleSearch Android,"2,061.73"," 1,137 "
13/07/2016,US GoogleSearch iOS,893.02, 363 
14/07/2016,EU Facebook Android,0.00, 16 
14/07/2016,EU GoogleSearch Android,605.04," 1,546 "
14/07/2016,EU GoogleSearch iOS,104.16, 175 
14/07/2016,US Facebook Android,"3,409.65"," 1,279 "
14/07/2016,US Facebook iOS,"1,113.32", 400 
14/07/2016,US GoogleSearch Android,"2,571.02"," 1,317 "
14/07/2016,US GoogleSearch iOS,893.71, 315 
15/07/2016,EU Facebook Android,0.00, 7 
15/07/2016,EU GoogleSearch Android,581.32," 1,347 "
15/07/2016,EU GoogleSearch iOS,76.64, 135 
15/07/2016,US Facebook Android,"2,691.20"," 1,048 "
15/07/2016,US Facebook iOS,"1,017.19", 355 
15/07/2016,US GoogleSearch Android,"3,669.30"," 1,636 "
15/07/2016,US GoogleSearch iOS,910.74, 316 
16/07/2016,EU Facebook Android,0.00, 4 
16/07/2016,EU GoogleSearch Android,580.73," 1,302 "
16/07/2016,EU GoogleSearch iOS,72.03, 142 
16/07/2016,US Facebook Android,"2,691.20"," 1,122 "
16/07/2016,US Facebook iOS,"1,017.19", 373 
16/07/2016,US GoogleSearch Android,"3,577.87"," 1,604 "
16/07/2016,US GoogleSearch iOS,869.36, 291 
17/07/2016,EU Facebook Android,0.00, 1 
17/07/2016,EU GoogleSearch Android,605.41," 1,367 "
17/07/2016,EU GoogleSearch iOS,61.54, 132 
17/07/2016,US Facebook Android,"1,967.94", 755 
17/07/2016,US Facebook iOS,993.77, 325 
17/07/2016,US GoogleSearch Android,"2,682.05"," 1,154 "
17/07/2016,US GoogleSearch iOS,701.12, 276 
18/07/2016,EU GoogleSearch Android,664.24," 1,523 "
18/07/2016,EU GoogleSearch iOS,81.91, 164 
18/07/2016,US Facebook Android,"1,977.88", 864 
18/07/2016,US Facebook iOS,739.62, 258 
18/07/2016,US GoogleSearch Android,"3,261.46"," 1,462 "
18/07/2016,US GoogleSearch iOS,839.59, 336 
19/07/2016,EU GoogleSearch Android,669.96," 1,588 "
19/07/2016,EU GoogleSearch iOS,69.74, 145 
19/07/2016,US Facebook Android,"2,006.06", 838 
19/07/2016,US Facebook iOS,448.42, 226 
19/07/2016,US GoogleSearch Android,"3,555.62"," 1,572 "
19/07/2016,US GoogleSearch iOS,804.79, 309 
20/07/2016,EU GoogleSearch Android,678.27," 1,482 "
20/07/2016,EU GoogleSearch iOS,72.20, 129 
20/07/2016,US Facebook Android,"2,145.87", 857 
20/07/2016,US Facebook iOS,484.82, 229 
20/07/2016,US GoogleSearch Android,"3,262.91"," 1,430 "
20/07/2016,US GoogleSearch iOS,941.75, 326 
21/07/2016,EU GoogleSearch Android,501.70," 1,499 "
21/07/2016,EU GoogleSearch iOS,81.09, 145 
21/07/2016,US Facebook Android,"2,102.79"," 1,034 "
21/07/2016,US Facebook iOS,447.96, 168 
21/07/2016,US GoogleSearch Android,"3,350.88"," 1,412 "
21/07/2016,US GoogleSearch iOS,944.97, 334 
22/07/2016,EU GoogleSearch Android,571.71," 1,456 "
22/07/2016,EU GoogleSearch iOS,69.89, 132 
22/07/2016,US Facebook Android,"2,102.79"," 1,005 "
22/07/2016,US Facebook iOS,424.96, 173 
22/07/2016,US GoogleSearch Android,"3,290.24"," 1,395 "
22/07/2016,US GoogleSearch iOS,919.76, 349 
23/07/2016,EU GoogleSearch Android,535.76," 1,507 "
23/07/2016,EU GoogleSearch iOS,70.08, 131 
23/07/2016,US Facebook Android,"2,102.79", 967 
23/07/2016,US Facebook iOS,378.37, 157 
23/07/2016,US GoogleSearch Android,"3,262.66"," 1,320 "
23/07/2016,US GoogleSearch iOS,896.25, 341 
24/07/2016,EU GoogleSearch Android,357.80, 853 
24/07/2016,EU GoogleSearch iOS,48.99, 99 
24/07/2016,US Facebook Android,"2,193.58"," 1,034 "
24/07/2016,US Facebook iOS,435.55, 171 
24/07/2016,US GoogleSearch Android,"3,140.90"," 1,308 "
24/07/2016,US GoogleSearch iOS,859.65, 344 
25/07/2016,EU GoogleSearch Android,135.44, 277 
25/07/2016,EU GoogleSearch iOS,28.45, 55 
25/07/2016,US Facebook Android,"2,011.15", 974 
25/07/2016,US Facebook iOS,396.11, 186 
25/07/2016,US GoogleSearch Android,"3,384.73"," 1,417 "
25/07/2016,US GoogleSearch iOS,"1,018.39", 364 
26/07/2016,EU GoogleSearch Android,146.96, 290 
26/07/2016,EU GoogleSearch iOS,28.85, 54 
26/07/2016,US Facebook Android,"2,291.03", 954 
26/07/2016,US Facebook iOS,"1,202.52", 383 
26/07/2016,US GoogleSearch Android,"3,365.35"," 1,402 "
26/07/2016,US GoogleSearch iOS,"1,041.33", 334 
27/07/2016,EU GoogleSearch Android,129.51, 347 
27/07/2016,EU GoogleSearch iOS,26.89, 48 
27/07/2016,US Facebook Android,"2,358.96", 958 
27/07/2016,US Facebook iOS,"1,264.67", 345 
27/07/2016,US GoogleSearch Android,"3,456.80"," 1,473 "
27/07/2016,US GoogleSearch iOS,"1,035.10", 328 
28/07/2016,EU GoogleSearch Android,116.84, 262 
28/07/2016,EU GoogleSearch iOS,28.40, 48 
28/07/2016,US Facebook Android,"2,373.28", 879 
28/07/2016,US Facebook iOS,885.47, 361 
28/07/2016,US GoogleSearch Android,"3,163.74"," 1,325 "
28/07/2016,US GoogleSearch iOS,975.24, 339 
29/07/2016,EU GoogleSearch Android,100.02, 284 
29/07/2016,EU GoogleSearch iOS,27.98, 38 
29/07/2016,US Facebook Android,"2,327.47", 883 
29/07/2016,US Facebook iOS,773.28, 312 
29/07/2016,US GoogleSearch Android,"3,187.10"," 1,372 "
29/07/2016,US GoogleSearch iOS,956.32, 322 
30/07/2016,EU GoogleSearch Android,98.12, 252 
30/07/2016,EU GoogleSearch iOS,23.74, 44 
30/07/2016,US Facebook Android,"2,327.47", 869 
30/07/2016,US Facebook iOS,682.03, 271 
30/07/2016,US GoogleSearch Android,"3,304.14"," 1,370 "
30/07/2016,US GoogleSearch iOS,862.42, 341 
31/07/2016,EU Facebook Android,630.75," 1,182 "
31/07/2016,EU GoogleSearch Android,557.67," 1,518 "
31/07/2016,EU GoogleSearch iOS,140.72, 215 
31/07/2016,US Facebook Android,"2,429.78", 954 
31/07/2016,US Facebook iOS,579.72, 215 
31/07/2016,US GoogleSearch Android,"3,099.48"," 1,244 "
31/07/2016,US GoogleSearch iOS,852.63, 352 
01/08/2016,EU Facebook Android,630.75," 1,694 "
01/08/2016,EU GoogleSearch Android,777.59," 2,858 "
01/08/2016,EU GoogleSearch iOS,215.02, 332 
01/08/2016,US Facebook Android,"2,267.15", 932 
01/08/2016,US Facebook iOS,759.70, 325 
01/08/2016,US GoogleSearch Android,"3,474.57"," 1,556 "
01/08/2016,US GoogleSearch iOS,"1,119.96", 447 
02/08/2016,EU Facebook Android,630.75," 1,630 "
02/08/2016,EU GoogleSearch Android,779.29," 3,019 "
02/08/2016,EU GoogleSearch iOS,208.88, 331 
02/08/2016,US Facebook Android,"1,992.10", 777 
02/08/2016,US Facebook iOS,689.70, 262 
02/08/2016,US GoogleSearch Android,"3,426.72"," 1,546 "
02/08/2016,US GoogleSearch iOS,"1,134.72", 381 
03/08/2016,EU Facebook Android,630.75," 1,492 "
03/08/2016,EU GoogleSearch Android,738.48," 2,977 "
03/08/2016,EU GoogleSearch iOS,198.16, 273 
03/08/2016,US Facebook Android,"1,931.38", 853 
03/08/2016,US Facebook iOS,667.94, 287 
03/08/2016,US GoogleSearch Android,"3,524.65"," 1,559 "
03/08/2016,US GoogleSearch iOS,"1,149.67", 370 
04/08/2016,EU Facebook Android,423.04," 1,045 "
04/08/2016,EU GoogleSearch Android,724.54," 2,613 "
04/08/2016,EU GoogleSearch iOS,201.55, 262 
04/08/2016,US Facebook Android,"1,720.08", 677 
04/08/2016,US Facebook iOS,931.37, 341 
04/08/2016,US GoogleSearch Android,"3,489.20"," 1,559 "
04/08/2016,US GoogleSearch iOS,"1,131.80", 368 
05/08/2016,EU Facebook Android,420.50, 847 
05/08/2016,EU GoogleSearch Android,691.15," 2,245 "
05/08/2016,EU GoogleSearch iOS,167.78, 233 
05/08/2016,US Facebook Android,"1,683.28", 625 
05/08/2016,US Facebook iOS,874.64, 293 
05/08/2016,US GoogleSearch Android,"3,425.67"," 1,469 "
05/08/2016,US GoogleSearch iOS,"1,106.46", 403 
06/08/2016,EU Facebook Android,420.50, 790 
06/08/2016,EU GoogleSearch Android,711.74," 1,756 "
06/08/2016,EU GoogleSearch iOS,164.21, 245 
06/08/2016,US Facebook Android,"1,683.28", 529 
06/08/2016,US Facebook iOS,874.64, 273 
06/08/2016,US GoogleSearch Android,"3,389.55"," 1,430 "
06/08/2016,US GoogleSearch iOS,861.54, 351 
07/08/2016,EU Facebook Android,547.20," 1,183 "
07/08/2016,EU GoogleSearch Android,701.71," 1,612 "
07/08/2016,EU GoogleSearch iOS,100.96, 200 
07/08/2016,US Facebook Android,"1,648.95", 644 
07/08/2016,US Facebook iOS,856.94, 322 
07/08/2016,US GoogleSearch Android,"3,357.31"," 1,424 "
07/08/2016,US GoogleSearch iOS,570.64, 268 
08/08/2016,EU Facebook Android,507.80," 1,304 "
08/08/2016,EU Facebook iOS,8.09, 3 
08/08/2016,EU GoogleSearch Android,663.02," 1,430 "
08/08/2016,EU GoogleSearch iOS,105.08, 190 
08/08/2016,US Facebook Android,"1,501.33", 616 
08/08/2016,US Facebook iOS,801.05, 316 
08/08/2016,US GoogleSearch Android,"3,505.73"," 1,518 "
08/08/2016,US GoogleSearch iOS,"1,021.39", 412 
09/08/2016,EU Facebook Android,581.28," 1,478 "
09/08/2016,EU Facebook iOS,72.83, 94 
09/08/2016,EU GoogleSearch Android,735.48," 2,105 "
09/08/2016,EU GoogleSearch iOS,152.58, 199 
09/08/2016,US Facebook Android,"1,452.76", 595 
09/08/2016,US Facebook iOS,728.12, 270 
09/08/2016,US GoogleSearch Android,"3,299.94"," 1,494 "
09/08/2016,US GoogleSearch iOS,"1,074.67", 419 
10/08/2016,EU Facebook Android,791.80," 2,213 "
10/08/2016,EU Facebook iOS,118.14, 180 
10/08/2016,EU GoogleSearch Android,836.84," 2,481 "
10/08/2016,EU GoogleSearch iOS,203.02, 283 
10/08/2016,US Facebook Android,"1,346.15", 571 
10/08/2016,US Facebook iOS,752.17, 278 
10/08/2016,US GoogleSearch Android,"3,512.12"," 1,486 "
10/08/2016,US GoogleSearch iOS,"1,066.66", 413 
11/08/2016,EU Facebook Android,"1,051.82"," 2,759 "
11/08/2016,EU Facebook iOS,39.88, 52 
11/08/2016,EU GoogleSearch Android,714.83," 1,614 "
11/08/2016,EU GoogleSearch iOS,150.22, 178 
11/08/2016,US Facebook Android,"1,352.20", 555 
11/08/2016,US Facebook iOS,833.24, 277 
11/08/2016,US GoogleSearch Android,"3,840.20"," 1,541 "
11/08/2016,US GoogleSearch iOS,"1,074.00", 374 
12/08/2016,EU Facebook Android,"1,051.82"," 2,575 "
12/08/2016,EU Facebook iOS,42.05, 55 
12/08/2016,EU GoogleSearch Android,606.36," 1,256 "
12/08/2016,EU GoogleSearch iOS,109.62, 157 
12/08/2016,US Facebook Android,"1,352.20", 616 
12/08/2016,US Facebook iOS,833.24, 329 
12/08/2016,US GoogleSearch Android,"3,986.02"," 1,615 "
12/08/2016,US GoogleSearch iOS,"1,015.57", 365 
13/08/2016,EU Facebook Android,"1,051.82"," 2,181 "
13/08/2016,EU Facebook iOS,42.05, 51 
13/08/2016,EU GoogleSearch Android,650.20," 1,176 "
13/08/2016,EU GoogleSearch iOS,100.46, 132 
13/08/2016,US Facebook Android,"1,352.20", 551 
13/08/2016,US Facebook iOS,833.24, 245 
13/08/2016,US GoogleSearch Android,"4,125.50"," 1,537 "
13/08/2016,US GoogleSearch iOS,"1,032.71", 342 
14/08/2016,EU Facebook Android,"1,082.43"," 1,991 "
14/08/2016,EU Facebook iOS,53.89, 49 
14/08/2016,EU GoogleSearch Android,515.45," 1,218 "
14/08/2016,EU GoogleSearch iOS,107.54, 148 
14/08/2016,US Facebook Android,"1,031.84", 454 
14/08/2016,US Facebook iOS,605.92, 226 
14/08/2016,US GoogleSearch Android,"3,904.30"," 1,478 "
14/08/2016,US GoogleSearch iOS,987.06, 357 
15/08/2016,EU Facebook Android,"1,036.85"," 2,134 "
15/08/2016,EU Facebook iOS,53.89, 42 
15/08/2016,EU GoogleSearch Android,699.59," 1,440 "
15/08/2016,EU GoogleSearch iOS,127.20, 203 
15/08/2016,US Facebook Android,939.42, 434 
15/08/2016,US Facebook iOS,580.75, 236 
15/08/2016,US GoogleSearch Android,"4,388.11"," 1,727 "
15/08/2016,US GoogleSearch iOS,"1,221.47", 434 
16/08/2016,EU Facebook Android,"1,036.85"," 2,150 "
16/08/2016,EU Facebook iOS,53.89, 46 
16/08/2016,EU GoogleSearch Android,677.28," 1,375 "
16/08/2016,EU GoogleSearch iOS,145.75, 187 
16/08/2016,US Facebook Android,933.05, 403 
16/08/2016,US Facebook iOS,571.92, 174 
16/08/2016,US GoogleSearch Android,"4,406.71"," 1,728 "
16/08/2016,US GoogleSearch iOS,"1,197.44", 442 
17/08/2016,EU Facebook Android,"1,036.85"," 2,503 "
17/08/2016,EU Facebook iOS,53.89, 77 
17/08/2016,EU GoogleSearch Android,687.08," 1,404 "
17/08/2016,EU GoogleSearch iOS,117.70, 186 
17/08/2016,US Facebook Android,835.72, 387 
17/08/2016,US Facebook iOS,680.43, 218 
17/08/2016,US GoogleSearch Android,"4,447.80"," 1,724 "
17/08/2016,US GoogleSearch iOS,"1,189.64", 415 
18/08/2016,EU Facebook Android,"1,066.20"," 2,291 "
18/08/2016,EU Facebook iOS,53.89, 51 
18/08/2016,EU GoogleSearch Android,680.24," 1,296 "
18/08/2016,EU GoogleSearch iOS,139.19, 193 
18/08/2016,US Facebook Android,796.85, 403 
18/08/2016,US Facebook iOS,822.08, 299 
18/08/2016,US GoogleSearch Android,"4,358.42"," 1,743 "
18/08/2016,US GoogleSearch iOS,"1,222.52", 392 
19/08/2016,EU Facebook Android,"1,095.76"," 1,982 "
19/08/2016,EU Facebook iOS,53.89, 70 
19/08/2016,EU GoogleSearch Android,648.77," 1,172 "
19/08/2016,EU GoogleSearch iOS,140.38, 204 
19/08/2016,US Facebook Android,796.85, 389 
19/08/2016,US Facebook iOS,822.08, 268 
19/08/2016,US GoogleSearch Android,"4,356.88"," 1,689 "
19/08/2016,US GoogleSearch iOS,"1,233.58", 405 
20/08/2016,EU Facebook Android,"1,117.12"," 2,036 "
20/08/2016,EU Facebook iOS,53.89, 67 
20/08/2016,EU GoogleSearch Android,658.55," 1,289 "
20/08/2016,EU GoogleSearch iOS,132.16, 160 
20/08/2016,US Facebook Android,796.85, 468 
20/08/2016,US Facebook iOS,822.08, 315 
20/08/2016,US GoogleSearch Android,"4,075.44"," 1,544 "
20/08/2016,US GoogleSearch iOS,"1,119.73", 357 
21/08/2016,EU Facebook Android,976.78," 1,776 "
21/08/2016,EU Facebook iOS,53.89, 67 
21/08/2016,EU GoogleSearch Android,648.43," 1,269 "
21/08/2016,EU GoogleSearch iOS,100.92, 128 
21/08/2016,US Facebook Android,609.60, 394 
21/08/2016,US Facebook iOS,"1,032.33", 316 
21/08/2016,US GoogleSearch Android,"3,835.59"," 1,433 "
21/08/2016,US GoogleSearch iOS,876.43, 315 
22/08/2016,EU Facebook Android,926.91," 1,778 "
22/08/2016,EU Facebook iOS,53.89, 80 
22/08/2016,EU GoogleSearch Android,686.63," 1,360 "
22/08/2016,EU GoogleSearch iOS,130.40, 183 
22/08/2016,US Facebook Android,588.70, 370 
22/08/2016,US Facebook iOS,"1,054.13", 354 
22/08/2016,US GoogleSearch Android,"4,506.88"," 1,733 "
22/08/2016,US GoogleSearch iOS,"1,211.29", 450 
23/08/2016,EU Facebook Android,926.91," 1,731 "
23/08/2016,EU Facebook iOS,53.89, 58 
23/08/2016,EU GoogleSearch Android,542.49," 1,566 "
23/08/2016,EU GoogleSearch iOS,123.67, 186 
23/08/2016,US Facebook Android,596.65, 392 
23/08/2016,US Facebook iOS,"1,075.68", 347 
23/08/2016,US GoogleSearch Android,"4,378.35"," 1,708 "
23/08/2016,US GoogleSearch iOS,"1,284.10", 463 
24/08/2016,EU Facebook Android,900.50," 1,370 "
24/08/2016,EU Facebook iOS,70.03, 73 
24/08/2016,EU GoogleSearch Android,520.10," 1,341 "
24/08/2016,EU GoogleSearch iOS,149.76, 177 
24/08/2016,US Facebook Android,756.46, 405 
24/08/2016,US Facebook iOS,936.62, 297 
24/08/2016,US GoogleSearch Android,"4,004.36"," 1,596 "
24/08/2016,US GoogleSearch iOS,"1,288.64", 432 
25/08/2016,EU Facebook Android,"1,391.08"," 1,660 "
25/08/2016,EU Facebook iOS,70.03, 68 
25/08/2016,EU GoogleSearch Android,517.57," 1,275 "
25/08/2016,EU GoogleSearch iOS,150.81, 213 
25/08/2016,US Facebook Android,831.88, 402 
25/08/2016,US Facebook iOS,731.12, 289 
25/08/2016,US GoogleSearch Android,"4,095.88"," 1,720 "
25/08/2016,US GoogleSearch iOS,"1,272.01", 429 
26/08/2016,EU Facebook Android,"1,405.52"," 1,608 "
26/08/2016,EU Facebook iOS,70.03, 58 
26/08/2016,EU GoogleSearch Android,492.45," 1,383 "
26/08/2016,EU GoogleSearch iOS,160.61, 171 
26/08/2016,US Facebook Android,798.13, 402 
26/08/2016,US Facebook iOS,731.12, 213 
26/08/2016,US GoogleSearch Android,"4,051.31"," 1,634 "
26/08/2016,US GoogleSearch iOS,"1,196.03", 444 
27/08/2016,EU Facebook Android,"1,403.88"," 1,507 "
27/08/2016,EU Facebook iOS,70.03, 49 
27/08/2016,EU GoogleSearch Android,527.01," 1,388 "
27/08/2016,EU GoogleSearch iOS,163.34, 175 
27/08/2016,US Facebook Android,798.13, 435 
27/08/2016,US Facebook iOS,731.12, 257 
27/08/2016,US GoogleSearch Android,"4,086.50"," 1,559 "
27/08/2016,US GoogleSearch iOS,"1,197.56", 406 
28/08/2016,EU Facebook Android,"1,977.46"," 2,223 "
28/08/2016,EU Facebook iOS,70.03, 81 
28/08/2016,EU GoogleSearch Android,483.32," 1,256 "
28/08/2016,EU GoogleSearch iOS,102.73, 144 
28/08/2016,US Facebook Android,798.13, 384 
28/08/2016,US Facebook iOS,731.12, 260 
28/08/2016,US GoogleSearch Android,"3,938.19"," 1,482 "
28/08/2016,US GoogleSearch iOS,864.53, 360 
29/08/2016,EU Facebook Android,"1,400.27"," 2,082 "
29/08/2016,EU Facebook iOS,70.03, 71 
29/08/2016,EU GoogleSearch Android,458.62," 1,705 "
29/08/2016,EU GoogleSearch iOS,161.16, 229 
29/08/2016,US Facebook Android,796.66, 376 
29/08/2016,US Facebook iOS,731.12, 271 
29/08/2016,US GoogleSearch Android,"4,263.85"," 1,739 "
29/08/2016,US GoogleSearch iOS,"1,200.51", 444 
30/08/2016,EU Facebook Android,"1,400.27"," 1,881 "
30/08/2016,EU Facebook iOS,70.03, 64 
30/08/2016,EU GoogleSearch Android,504.56," 1,628 "
30/08/2016,EU GoogleSearch iOS,164.96, 199 
30/08/2016,US Facebook Android,798.13, 393 
30/08/2016,US Facebook iOS,731.12, 244 
30/08/2016,US GoogleSearch Android,"4,229.98"," 1,643 "
30/08/2016,US GoogleSearch iOS,"1,363.13", 429 
31/08/2016,EU Facebook Android,"1,400.27"," 2,055 "
31/08/2016,EU Facebook iOS,70.03, 71 
31/08/2016,EU GoogleSearch Android,499.87," 1,299 "
31/08/2016,EU GoogleSearch iOS,155.23, 196 
31/08/2016,US Facebook Android,798.13, 368 
31/08/2016,US Facebook iOS,941.37, 348 
31/08/2016,US GoogleSearch Android,"4,004.82"," 1,611 "
31/08/2016,US GoogleSearch iOS,"1,280.89", 467 
01/09/2016,EU Facebook Android,"1,400.27"," 2,316 "
01/09/2016,EU Facebook iOS,70.03, 67 
01/09/2016,EU GoogleSearch Android,510.30," 1,427 "
01/09/2016,EU GoogleSearch iOS,143.94, 184 
01/09/2016,US Facebook Android,798.13, 405 
01/09/2016,US Facebook iOS,941.37, 318 
01/09/2016,US GoogleSearch Android,"3,898.46"," 1,836 "
01/09/2016,US GoogleSearch iOS,"1,271.84", 431 
02/09/2016,EU Facebook Android,"1,400.27"," 2,301 "
02/09/2016,EU Facebook iOS,70.03, 81 
02/09/2016,EU GoogleSearch Android,486.33," 1,444 "
02/09/2016,EU GoogleSearch iOS,157.86, 194 
02/09/2016,US Facebook Android,797.54, 435 
02/09/2016,US Facebook iOS,941.37, 307 
02/09/2016,US GoogleSearch Android,"3,329.92"," 1,562 "
02/09/2016,US GoogleSearch iOS,"1,217.89", 368 
03/09/2016,EU Facebook Android,"1,400.27"," 2,162 "
03/09/2016,EU Facebook iOS,70.03, 78 
03/09/2016,EU GoogleSearch Android,491.61," 1,308 "
03/09/2016,EU GoogleSearch iOS,132.50, 177 
03/09/2016,US Facebook Android,798.13, 374 
03/09/2016,US Facebook iOS,941.37, 326 
03/09/2016,US GoogleSearch Android,"3,597.90"," 1,624 "
03/09/2016,US GoogleSearch iOS,992.74, 402 
04/09/2016,EU Facebook Android,"1,400.27"," 2,404 "
04/09/2016,EU Facebook iOS,70.03, 90 
04/09/2016,EU GoogleSearch Android,481.94," 1,643 "
04/09/2016,EU GoogleSearch iOS,91.67, 146 
04/09/2016,US Facebook Android,797.67, 405 
04/09/2016,US Facebook iOS,941.37, 338 
04/09/2016,US GoogleSearch Android,"3,558.36"," 1,466 "
04/09/2016,US GoogleSearch iOS,608.82, 235 
05/09/2016,EU Facebook Android,"1,119.67"," 2,198 "
05/09/2016,EU Facebook iOS,70.03, 62 
05/09/2016,EU GoogleSearch Android,506.51," 1,792 "
05/09/2016,EU GoogleSearch iOS,149.99, 225 
05/09/2016,US Facebook Android,798.13, 429 
05/09/2016,US Facebook iOS,941.37, 358 
05/09/2016,US GoogleSearch Android,"3,773.31"," 1,553 "
05/09/2016,US GoogleSearch iOS,"1,059.18", 363 
06/09/2016,EU Facebook Android,986.16," 1,823 "
06/09/2016,EU Facebook iOS,87.67, 86 
06/09/2016,EU GoogleSearch Android,529.33," 1,436 "
06/09/2016,EU GoogleSearch iOS,163.49, 225 
06/09/2016,US Facebook Android,798.13, 402 
06/09/2016,US Facebook iOS,941.37, 416 
06/09/2016,US GoogleSearch Android,"4,190.37"," 1,765 "
06/09/2016,US GoogleSearch iOS,"1,301.47", 497 
07/09/2016,EU Facebook Android,"1,382.96"," 2,822 "
07/09/2016,EU Facebook iOS,204.13, 264 
07/09/2016,EU GoogleSearch Android,485.15," 1,644 "
07/09/2016,EU GoogleSearch iOS,149.97, 174 
07/09/2016,US Facebook Android,798.13, 422 
07/09/2016,US Facebook iOS,941.37, 374 
07/09/2016,US GoogleSearch Android,"4,105.01"," 1,747 "
07/09/2016,US GoogleSearch iOS,"1,273.59", 458 
08/09/2016,EU Facebook Android,"2,082.44"," 5,230 "
08/09/2016,EU Facebook iOS,479.73, 644 
08/09/2016,EU GoogleSearch Android,"1,089.70"," 1,888 "
08/09/2016,EU GoogleSearch iOS,149.51, 212 
08/09/2016,US Facebook Android,798.13, 412 
08/09/2016,US Facebook iOS,941.37, 402 
08/09/2016,US GoogleSearch Android,"4,049.63"," 1,688 "
08/09/2016,US GoogleSearch iOS,"1,077.89", 428 
09/09/2016,EU Facebook Android,"2,062.99"," 3,995 "
09/09/2016,EU Facebook iOS,415.69, 555 
09/09/2016,EU GoogleSearch Android,"1,134.30"," 1,482 "
09/09/2016,EU GoogleSearch iOS,156.45, 193 
09/09/2016,US Facebook Android,797.96, 399 
09/09/2016,US Facebook iOS,941.37, 407 
09/09/2016,US GoogleSearch Android,"4,005.37"," 1,705 "
09/09/2016,US GoogleSearch iOS,909.90, 354 
10/09/2016,EU Facebook Android,"2,081.81"," 4,106 "
10/09/2016,EU Facebook iOS,459.23, 525 
10/09/2016,EU GoogleSearch Android,"1,124.88"," 1,686 "
10/09/2016,EU GoogleSearch iOS,129.09, 171 
10/09/2016,US Facebook Android,798.13, 435 
10/09/2016,US Facebook iOS,941.37, 380 
10/09/2016,US GoogleSearch Android,"3,949.19"," 1,621 "
10/09/2016,US GoogleSearch iOS,898.00, 339 
11/09/2016,EU Facebook Android,"2,081.50"," 3,854 "
11/09/2016,EU Facebook iOS,435.89, 463 
11/09/2016,EU GoogleSearch Android,739.37," 1,393 "
11/09/2016,EU GoogleSearch iOS,86.52, 141 
11/09/2016,US Facebook Android,798.13, 444 
11/09/2016,US Facebook iOS,941.37, 421 
11/09/2016,US GoogleSearch Android,"3,806.98"," 1,457 "
11/09/2016,US GoogleSearch iOS,586.13, 257 
12/09/2016,EU Facebook Android,"2,048.05"," 3,985 "
12/09/2016,EU Facebook iOS,373.19, 439 
12/09/2016,EU GoogleSearch Android,853.97," 1,621 "
12/09/2016,EU GoogleSearch iOS,158.80, 231 
12/09/2016,US Facebook Android,798.13, 438 
12/09/2016,US Facebook iOS,941.37, 435 
12/09/2016,US GoogleSearch Android,"4,040.14"," 1,657 "
12/09/2016,US GoogleSearch iOS,"1,028.98", 367 
13/09/2016,EU Facebook Android,"1,644.34"," 3,090 "
13/09/2016,EU Facebook iOS,286.11, 358 
13/09/2016,EU GoogleSearch Android,623.27," 1,385 "
